unitid,line,"lstudy","section",efrace15,efrace16,"xefrac15","xefrac16"
"101897","2","A","01","62","116",10,10
"101897","3","A","01","78","163",10,10
"101897","7","A","01","1","10",10,10
"101897","8","A","01","259","454",10,10
"101897","15","A","02","34","40",10,10
"101897","16","A","02","67","118",10,10
"101897","17","A","02","42","72",10,10
"101897","21","A","02","15","27",10,10
"101897","22","A","02","158","257",10,10
"101897","29","","","417","711",10,10
"101903","1","A","01","143","197",10,10
"101903","2","A","01","88","195",10,10
"101903","3","A","01","71","176",10,10
"101903","8","A","01","302","568",10,10
"101903","15","A","02","48","160",10,10
"101903","16","A","02","80","116",10,10
"101903","17","A","02","55","95",10,10
"101903","21","A","02","4","4",10,10
"101903","22","A","02","187","375",10,10
"101903","29","","","489","943",10,10
"101912","1","A","01","112","176",10,10
"101912","2","A","01","42","49",10,10
"101912","3","A","01","109","151",10,10
"101912","4","A","01","65","89",10,10
"101912","5","A","01","105","93",10,10
"101912","6","A","01","","1",10,10
"101912","8","A","01","433","559",10,10
"101912","15","A","02","1","",10,10
"101912","16","A","02","5","1",10,10
"101912","17","A","02","3","3",10,10
"101912","18","A","02","3","3",10,10
"101912","19","A","02","8","4",10,10
"101912","20","A","02","10","26",10,10
"101912","21","A","02","2","7",10,10
"101912","22","A","02","32","44",10,10
"101912","29","","","465","603",,
"101921","29","","","259","202",10,10
"101949","1","A","01","116","152",10,10
"101949","2","A","01","54","45",10,10
"101949","3","A","01","65","86",10,10
"101949","7","A","01","0","1",10,10
"101949","8","A","01","235","284",10,10
"101949","15","A","02","18","35",10,10
"101949","16","A","02","10","34",10,10
"101949","17","A","02","20","44",10,10
"101949","21","A","02","10","21",10,10
"101949","22","A","02","58","134",10,10
"101949","29","","","293","418",10,10
"101958","1","A","01","4","12",20,20
"101958","3","A","01","2","45",20,20
"101958","8","A","01","6","57",20,20
"101958","15","A","02","0","7",20,20
"101958","17","A","02","0","1",20,20
"101958","22","A","02","0","8",20,20
"101958","29","","","6","65",20,20
"101967","1","A","01","213","16",20,20
"101967","2","A","01","147","6",20,20
"101967","3","A","01","247","17",20,20
"101967","8","A","01","607","39",20,20
"101967","29","","","607","39",20,20
"101994","1","A","01","79","81",10,10
"101994","2","A","01","15","39",10,10
"101994","3","A","01","52","1",10,10
"101994","8","A","01","146","121",10,10
"101994","15","A","02","22","8",10,10
"101994","17","A","02","0","3",10,10
"101994","22","A","02","22","11",10,10
"101994","29","","","168","132",10,10
"102030","1","A","01","126","311",10,10
"102030","2","A","01","133","321",10,10
"102030","3","A","01","55","225",10,10
"102030","7","A","01","22","43",10,10
"102030","8","A","01","336","900",10,10
"102030","15","A","02","107","65",10,10
"102030","16","A","02","58","154",10,10
"102030","17","A","02","26","58",10,10
"102030","21","A","02","39","37",10,10
"102030","22","A","02","230","314",10,10
"102030","29","","","566","1214",10,10
"102049","1","A","01","277","396",10,10
"102049","2","A","01","157","167",10,10
"102049","3","A","01","186","226",10,10
"102049","4","A","01","158","199",10,10
"102049","5","A","01","236","254",10,10
"102049","6","A","01","55","64",10,10
"102049","7","A","01","0","1",10,10
"102049","8","A","01","1069","1307",10,10
"102049","9","B","01","151","67",10,10
"102049","10","B","01","318","129",10,10
"102049","11","C","01","0","1",10,10
"102049","12","C","01","5","12",10,10
"102049","14","D","01","474","209",10,10
"102049","15","A","02","1","15",10,10
"102049","16","A","02","26","58",10,10
"102049","17","A","02","22","59",10,10
"102049","18","A","02","42","77",10,10
"102049","19","A","02","104","146",10,10
"102049","20","A","02","29","69",10,10
"102049","22","A","02","224","424",,
"102049","23","B","02","1","0",10,10
"102049","24","B","02","0","1",10,10
"102049","25","C","02","5","8",10,10
"102049","26","C","02","84","84",10,10
"102049","27","C","02","21","16",10,10
"102049","28","D","02","111","109",10,10
"102049","29","","","1878","2049",,
"102058","1","A","01","95","64",10,10
"102058","8","A","01","95","64",10,10
"102058","15","A","02","55","6",10,10
"102058","22","A","02","55","6",10,10
"102058","29","","","150","70",,
"102067","1","A","01","244","271",10,10
"102067","2","A","01","402","690",10,10
"102067","3","A","01","77","72",10,10
"102067","8","A","01","723","1033",10,10
"102067","15","A","02","127","75",10,10
"102067","16","A","02","309","841",10,10
"102067","17","A","02","124","187",10,10
"102067","22","A","02","560","1103",10,10
"102067","29","","","1283","2136",10,10
"102076","1","A","01","174","203",10,10
"102076","2","A","01","98","93",10,10
"102076","3","A","01","92","130",10,10
"102076","8","A","01","364","426",10,10
"102076","15","A","02","26","76",10,10
"102076","16","A","02","93","112",10,10
"102076","17","A","02","53","79",10,10
"102076","21","A","02","11","86",10,10
"102076","22","A","02","183","353",10,10
"102076","29","","","547","779",10,10
"102094","1","A","01","540","685",10,10
"102094","2","A","01","562","563",10,10
"102094","3","A","01","640","749",10,10
"102094","4","A","01","578","702",10,10
"102094","5","A","01","633","742",10,10
"102094","7","A","01","16","15",10,10
"102094","8","A","01","2969","3456",10,10
"102094","9","B","01","38","26",10,10
"102094","10","B","01","126","70",10,10
"102094","11","C","01","26","39",10,10
"102094","12","C","01","145","202",10,10
"102094","13","C","01","1","8",10,10
"102094","14","D","01","336","345",10,10
"102094","15","A","02","48","74",10,10
"102094","16","A","02","235","419",10,10
"102094","17","A","02","153","259",10,10
"102094","18","A","02","154","217",10,10
"102094","19","A","02","243","287",10,10
"102094","21","A","02","86","98",10,10
"102094","22","A","02","919","1354",10,10
"102094","25","C","02","13","36",10,10
"102094","26","C","02","168","400",10,10
"102094","27","C","02","15","23",10,10
"102094","28","D","02","196","459",10,10
"102094","29","","","4420","5614",10,10
"102119","25","C","02","35","11",20,20
"102119","26","C","02","90","29",20,20
"102119","27","C","02","46","13",20,20
"102119","28","D","02","171","53",20,20
"102119","29","","","171","53",20,20
"102137","1","A","01","23","94",10,10
"102137","2","A","01","5","46",10,10
"102137","3","A","01","11","77",10,10
"102137","7","A","01","3","22",10,10
"102137","8","A","01","42","239",10,10
"102137","15","A","02","12","95",10,10
"102137","16","A","02","2","31",10,10
"102137","17","A","02","3","35",10,10
"102137","22","A","02","17","161",10,10
"102137","29","","","59","400",10,10
"102155","1","A","01","84","152",10,10
"102155","2","A","01","68","133",10,10
"102155","3","A","01","52","109",10,10
"102155","7","A","01","2","1",10,10
"102155","8","A","01","206","395",10,10
"102155","15","A","02","5","3",10,10
"102155","16","A","02","6","11",10,10
"102155","17","A","02","5","20",10,10
"102155","21","A","02","3","1",10,10
"102155","22","A","02","19","35",10,10
"102155","29","","","225","430",10,10
"102182","1","A","01","43","41",10,10
"102182","2","A","01","62","46",10,10
"102182","3","A","01","59","36",10,10
"102182","8","A","01","164","123",10,10
"102182","15","A","02","1","6",10,10
"102182","16","A","02","0","5",10,10
"102182","22","A","02","1","11",10,10
"102182","29","","","165","134",10,10
"102216","7","A","01","0","11",21,21
"102216","8","A","01","0","11",21,21
"102216","29","","","0","11",21,21
"102225","1","A","01","195","173",10,10
"102225","2","A","01","3","73",10,10
"102225","3","A","01","185","25",10,10
"102225","8","A","01","383","271",10,10
"102225","15","A","02","75","20",10,10
"102225","17","A","02","77","21",10,10
"102225","21","A","02","0","16",10,10
"102225","22","A","02","152","57",10,10
"102225","29","","","535","328",10,10
"102234","1","A","01","147","121",10,10
"102234","2","A","01","56","36",10,10
"102234","3","A","01","95","79",10,10
"102234","4","A","01","108","98",10,10
"102234","5","A","01","85","108",10,10
"102234","6","A","01","4","3",10,10
"102234","8","A","01","495","445",10,10
"102234","11","C","01","2","6",10,10
"102234","12","C","01","5","16",10,10
"102234","14","D","01","7","22",10,10
"102234","16","A","02","9","19",10,10
"102234","17","A","02","2","6",10,10
"102234","18","A","02","5","15",10,10
"102234","19","A","02","11","16",10,10
"102234","20","A","02","31","60",10,10
"102234","22","A","02","58","116",10,10
"102234","25","C","02","12","20",10,10
"102234","26","C","02","14","33",10,10
"102234","28","D","02","26","53",10,10
"102234","29","","","586","636",,
"102243","1","A","01","0","7",21,21
"102243","3","A","01","0","6",21,21
"102243","8","A","01","0","13",21,21
"102243","29","","","0","13",21,21
"102261","1","A","01","11","15",10,10
"102261","2","A","01","8","6",10,10
"102261","3","A","01","9","7",10,10
"102261","4","A","01","5","10",10,10
"102261","5","A","01","7","1",10,10
"102261","8","A","01","40","39",10,10
"102261","11","C","01","7","0",10,10
"102261","12","C","01","9","0",10,10
"102261","14","D","01","16","0",10,10
"102261","15","A","02","4","1",10,10
"102261","16","A","02","3","0",10,10
"102261","17","A","02","3","3",10,10
"102261","18","A","02","1","1",10,10
"102261","19","A","02","10","3",10,10
"102261","20","A","02","0","2",10,10
"102261","22","A","02","21","10",10,10
"102261","29","","","77","49",10,10
"102270","1","A","01","58","124",10,10
"102270","2","A","01","59","107",10,10
"102270","3","A","01","70","91",10,10
"102270","4","A","01","44","73",10,10
"102270","5","A","01","30","59",10,10
"102270","8","A","01","261","454",10,10
"102270","15","A","02","2","",10,10
"102270","16","A","02","2","2",10,10
"102270","17","A","02","","1",10,10
"102270","18","A","02","1","",10,10
"102270","19","A","02","3","8",10,10
"102270","20","A","02","6","8",10,10
"102270","22","A","02","14","19",10,10
"102270","29","","","275","473",,
"102289","1","A","01","3","12",10,10
"102289","3","A","01","","13",10,10
"102289","8","A","01","3","25",10,10
"102289","15","A","02","","12",10,10
"102289","22","A","02","","12",10,10
"102289","29","","","3","37",10,10
"102298","1","A","01","54","166",10,10
"102298","2","A","01","26","37",10,10
"102298","3","A","01","33","83",10,10
"102298","4","A","01","17","59",10,10
"102298","5","A","01","14","29",10,10
"102298","6","A","01","21","24",10,10
"102298","8","A","01","165","398",10,10
"102298","15","A","02","21","0",10,10
"102298","16","A","02","11","1",10,10
"102298","17","A","02","3","0",10,10
"102298","18","A","02","3","0",10,10
"102298","19","A","02","3","1",10,10
"102298","20","A","02","2","3",10,10
"102298","22","A","02","43","5",10,10
"102298","29","","","208","403",10,10
"102304","29","","","1","16",21,21
"102313","1","A","01","200","280",10,10
"102313","8","A","01","200","280",10,10
"102313","15","A","02","82","113",10,10
"102313","22","A","02","82","113",10,10
"102313","29","","","282","393",10,
"102322","1","A","01","20","35",10,10
"102322","2","A","01","8","12",10,10
"102322","3","A","01","23","46",10,10
"102322","4","A","01","49","115",10,10
"102322","5","A","01","52","81",10,10
"102322","8","A","01","152","289",10,10
"102322","11","C","01","10","15",10,10
"102322","12","C","01","49","54",10,10
"102322","13","C","01","","10",10,10
"102322","14","D","01","59","79",10,10
"102322","15","A","02","32","37",10,10
"102322","16","A","02","231","50",10,10
"102322","17","A","02","42","78",10,10
"102322","18","A","02","110","126",10,10
"102322","19","A","02","102","93",10,10
"102322","22","A","02","517","384",10,10
"102322","25","C","02","18","35",10,10
"102322","26","C","02","67","139",10,10
"102322","27","C","02","34","40",10,10
"102322","28","D","02","119","214",10,10
"102322","29","","","847","966",10,10
"102359","1","A","01","28","22",20,20
"102359","2","A","01","26","22",20,20
"102359","3","A","01","35","30",20,20
"102359","4","A","01","43","22",20,20
"102359","5","A","01","24","27",20,20
"102359","6","A","01","4","0",20,20
"102359","8","A","01","160","123",20,20
"102359","11","C","01","55","26",20,20
"102359","12","C","01","51","29",20,20
"102359","14","D","01","106","55",20,20
"102359","15","A","02","159","209",20,20
"102359","16","A","02","182","190",20,20
"102359","17","A","02","176","138",20,20
"102359","18","A","02","134","96",20,20
"102359","19","A","02","106","65",20,20
"102359","20","A","02","50","34",20,20
"102359","22","A","02","807","732",20,20
"102359","25","C","02","74","58",20,20
"102359","26","C","02","84","93",20,20
"102359","28","D","02","158","151",20,20
"102359","29","","","1231","1061",20,20
"102368","1","A","01","323","394",10,10
"102368","2","A","01","157","159",10,10
"102368","3","A","01","341","389",10,10
"102368","4","A","01","348","435",10,10
"102368","5","A","01","421","484",10,10
"102368","8","A","01","1590","1861",10,10
"102368","11","C","01","9","20",10,10
"102368","12","C","01","35","55",10,10
"102368","13","C","01","7","9",10,10
"102368","14","D","01","51","84",10,10
"102368","15","A","02","5","14",10,10
"102368","16","A","02","14","48",10,10
"102368","17","A","02","16","56",10,10
"102368","18","A","02","42","80",10,10
"102368","19","A","02","77","103",10,10
"102368","22","A","02","154","301",10,10
"102368","25","C","02","11","38",10,10
"102368","26","C","02","49","158",10,10
"102368","27","C","02","28","40",10,10
"102368","28","D","02","88","236",10,10
"102368","29","","","1883","2482",10,10
"102377","1","A","01","411","499",10,10
"102377","2","A","01","175","151",10,10
"102377","3","A","01","267","304",10,10
"102377","4","A","01","236","236",10,10
"102377","5","A","01","253","269",10,10
"102377","6","A","01","5","3",10,10
"102377","8","A","01","1347","1462",10,10
"102377","9","B","01","18","11",10,10
"102377","10","B","01","88","96",10,10
"102377","12","C","01","60","29",10,10
"102377","14","D","01","166","136",10,10
"102377","16","A","02","2","1",10,10
"102377","17","A","02","2","6",10,10
"102377","18","A","02","7","13",10,10
"102377","19","A","02","18","14",10,10
"102377","20","A","02","0","5",10,10
"102377","22","A","02","29","39",10,10
"102377","23","B","02","0","2",10,10
"102377","24","B","02","4","0",10,10
"102377","25","C","02","20","7",10,10
"102377","26","C","02","12","11",10,10
"102377","28","D","02","36","20",10,10
"102377","29","","","1578","1657",10,10
"102395","11","C","01","122","60",10,10
"102395","14","D","01","122","60",10,10
"102395","25","C","02","4","3",10,10
"102395","28","D","02","4","3",10,10
"102395","29","","","126","63",10,10
"102410","1","A","01","82","117",10,10
"102410","2","A","01","73","81",10,10
"102410","3","A","01","38","66",10,10
"102410","8","A","01","193","264",10,10
"102410","15","A","02","39","56",10,10
"102410","16","A","02","39","90",10,10
"102410","17","A","02","26","65",10,10
